student_id,name,department,age,exam_score,attendance_percent,assignment_score
4955,Rachel Williams,Data Science,18,90,66,64
4956,Frank Martinez,Information Technology,22,84,83,88
4957,Steve Garcia,Information Technology,19,50,64,95
4958,David Smith,Mechanical,20,76,73,66
4959,Rachel Anderson,Mechanical,21,71,67,71
4960,Nina Brown,Information Technology,20,88,93,71
4961,Helen Williams,Data Science,19,95,88,81
4962,Tina Anderson,Information Technology,21,76,82,58
4963,Alice Martinez,Information Technology,22,66,92,99
4964,Paula Garcia,Civil,22,72,85,79
4965,Charlie Brown,Data Science,22,73,99,53
4966,Charlie Johnson,Electronics,19,92,77,54
4967,Charlie Johnson,Mechanical,22,65,71,77
4968,Laura Davis,Civil,25,54,85,67
4969,Eva Johnson,Civil,22,54,81,85
4970,Frank Williams,Information Technology,22,57,93,58
4971,Rachel Taylor,Information Technology,23,69,75,50
4972,Kevin Garcia,Information Technology,24,100,62,91
4973,Julia Martinez,Mechanical,20,97,84,94
4974,Nina Anderson,Computer Science,23,99,68,97
4975,Charlie Smith,Data Science,24,60,61,71
4976,Helen Brown,Data Science,18,88,66,52
4977,Eva Martinez,Civil,24,67,90,56
4978,Laura Williams,Electronics,21,58,80,56
4979,David Williams,Data Science,19,89,84,68
4980,Eva Brown,Data Science,23,57,96,51
4981,Quentin Johnson,Computer Science,23,50,76,58
4982,Bob Brown,Civil,25,66,86,80
4983,Quentin Williams,Electronics,20,65,61,96
4984,Alice Martinez,Information Technology,24,95,62,66
4985,Bob Johnson,Information Technology,18,75,84,74
4986,Helen Brown,Computer Science,22,76,61,80
4987,Paula Garcia,Civil,18,76,100,98
4988,Charlie Miller,Civil,21,63,93,95
4989,Helen Williams,Information Technology,21,69,78,91
4990,Steve Williams,Civil,22,78,92,61
4991,Oscar Johnson,Computer Science,18,63,89,57
4992,Charlie Taylor,Mechanical,24,66,79,78
4993,Helen Martinez,Civil,18,97,88,57
4994,Oscar Brown,Mechanical,24,82,74,92
4995,Quentin Martinez,Electronics,22,50,78,51
4996,Rachel Williams,Data Science,18,52,94,55
4997,David Williams,Computer Science,18,79,64,93
4998,Kevin Williams,Computer Science,21,65,72,62
4999,Laura Miller,Information Technology,22,55,87,56
5000,Frank Anderson,Civil,19,61,99,83
5001,Bob Smith,Data Science,19,57,61,51
5002,Michael Martinez,Electronics,25,56,84,62
5003,Steve Johnson,Electronics,18,69,63,51
5004,Michael Martinez,Mechanical,19,97,95,66
5005,Julia Davis,Civil,18,77,75,89
5006,Laura Smith,Computer Science,22,70,62,67
5007,Nina Smith,Civil,19,96,98,76
5008,Oscar Brown,Civil,20,60,89,58
5009,Helen Johnson,Information Technology,20,54,68,93
5010,Ivan Miller,Data Science,24,60,78,67
5011,Paula Smith,Computer Science,25,95,89,93
5012,Kevin Anderson,Data Science,22,87,68,67
5013,Ivan Anderson,Information Technology,24,71,84,58
5014,Quentin Johnson,Mechanical,24,99,64,57
5015,Laura Johnson,Information Technology,21,79,73,78
5016,David Brown,Information Technology,21,64,86,79
5017,Paula Johnson,Civil,21,87,82,81
5018,Charlie Davis,Mechanical,24,78,64,74
5019,Oscar Williams,Information Technology,23,68,81,100
5020,Nina Miller,Data Science,20,83,95,78
5021,Rachel Johnson,Mechanical,23,75,66,70
5022,Tina Williams,Computer Science,25,84,61,68
5023,Charlie Martinez,Civil,23,97,83,95
5024,Julia Brown,Mechanical,25,53,83,66
5025,Michael Brown,Civil,22,64,94,99
5026,Helen Miller,Computer Science,20,71,74,64
5027,Rachel Taylor,Civil,22,86,72,88
5028,Alice Anderson,Data Science,24,70,67,93
5029,Eva Davis,Mechanical,20,83,86,54
5030,Tina Taylor,Electronics,21,90,73,85
5031,Kevin Martinez,Computer Science,24,89,85,56
5032,Steve Davis,Civil,23,53,64,52
5033,Eva Miller,Mechanical,23,55,96,64
5034,Grace Williams,Electronics,23,84,87,65
5035,Nina Garcia,Electronics,23,71,62,72
5036,Oscar Johnson,Computer Science,24,74,68,60
5037,Helen Martinez,Electronics,24,68,92,80
5038,Nina Miller,Data Science,22,59,64,90
5039,Eva Anderson,Computer Science,22,81,62,63
5040,Nina Davis,Electronics,23,60,81,67
5041,Steve Taylor,Civil,18,52,64,100
5042,Michael Smith,Electronics,23,67,78,82
5043,Charlie Davis,Computer Science,22,95,93,72
5044,Frank Smith,Mechanical,22,61,93,92
5045,Laura Miller,Mechanical,25,76,75,90
5046,Helen Miller,Computer Science,20,73,96,60
5047,Bob Smith,Electronics,18,63,75,98
5048,Tina Johnson,Information Technology,24,91,60,53
5049,Frank Johnson,Civil,21,75,89,50
5050,Helen Davis,Electronics,18,98,69,93
5051,Steve Williams,Information Technology,25,85,77,61
5052,Paula Garcia,Data Science,24,89,99,87
5053,Rachel Brown,Electronics,24,67,85,62
5054,Steve Miller,Information Technology,24,52,69,51
5055,Michael Johnson,Electronics,18,70,82,56
5056,David Johnson,Computer Science,19,58,88,61
5057,Oscar Smith,Mechanical,18,53,69,54
5058,Tina Taylor,Civil,23,54,60,81
5059,Michael Anderson,Mechanical,22,72,64,100
5060,Michael Garcia,Computer Science,21,82,75,72
5061,Charlie Taylor,Computer Science,25,72,87,60
5062,Ivan Davis,Information Technology,19,94,95,92
5063,Paula Martinez,Computer Science,25,78,61,66
5064,Alice Brown,Mechanical,23,66,91,69
5065,Laura Williams,Mechanical,21,87,87,64
5066,Tina Johnson,Electronics,25,97,89,93
5067,Steve Williams,Mechanical,21,100,100,91
5068,Julia Taylor,Mechanical,20,67,93,82
5069,Rachel Davis,Information Technology,22,51,99,83
5070,Grace Johnson,Computer Science,24,51,86,56
5071,Rachel Miller,Electronics,24,70,74,69
5072,Nina Brown,Information Technology,23,66,70,61
5073,Michael Anderson,Civil,18,58,75,100
5074,Michael Davis,Electronics,22,51,96,92
5075,Charlie Anderson,Mechanical,19,52,66,73
5076,Laura Miller,Mechanical,22,93,96,50
5077,Quentin Garcia,Computer Science,18,57,97,64
5078,Helen Williams,Computer Science,24,78,92,51
5079,Bob Smith,Computer Science,22,52,75,86
5080,Laura Taylor,Civil,21,86,82,92
5081,Laura Brown,Electronics,19,88,69,97
5082,Helen Brown,Information Technology,22,53,64,61
5083,Grace Williams,Civil,21,76,77,63
5084,Frank Brown,Civil,20,94,95,78
5085,Quentin Garcia,Computer Science,18,69,61,90
5086,Steve Taylor,Electronics,20,69,80,83
5087,Nina Johnson,Data Science,20,84,96,56
5088,Charlie Williams,Computer Science,19,88,89,72
5089,Rachel Taylor,Computer Science,18,67,91,70
5090,Michael Martinez,Electronics,19,85,92,89
5091,Steve Brown,Civil,23,100,74,88
5092,Charlie Garcia,Data Science,19,63,95,63
5093,Kevin Brown,Civil,19,80,73,98
5094,David Williams,Data Science,25,74,68,69
5095,Paula Smith,Mechanical,21,63,89,83
5096,Laura Davis,Information Technology,25,89,71,96
5097,Nina Taylor,Data Science,20,69,75,97
5098,Alice Anderson,Data Science,19,97,63,99
5099,Ivan Anderson,Electronics,23,63,78,92
5100,Steve Johnson,Data Science,18,53,87,63
5101,Kevin Garcia,Mechanical,19,50,72,89
5102,Bob Smith,Civil,20,72,90,72
5103,Helen Williams,Computer Science,19,63,99,66
5104,Steve Anderson,Information Technology,23,74,79,51
5105,Ivan Davis,Information Technology,25,100,98,51
5106,Paula Smith,Information Technology,24,61,89,55
5107,Ivan Garcia,Electronics,24,95,100,89
5108,Rachel Garcia,Electronics,25,76,93,70
5109,Tina Garcia,Information Technology,18,92,96,66
5110,Nina Davis,Mechanical,21,82,64,77
5111,Quentin Williams,Electronics,21,99,73,63
5112,Alice Anderson,Information Technology,24,70,79,61
5113,Michael Smith,Information Technology,18,79,98,68
5114,Grace Brown,Electronics,24,94,89,63
5115,Eva Miller,Electronics,22,57,77,78
5116,Tina Johnson,Data Science,21,71,68,89
5117,Julia Brown,Mechanical,18,65,81,64
5118,David Smith,Information Technology,20,52,77,84
5119,Oscar Anderson,Data Science,22,88,64,100
5120,Alice Brown,Electronics,19,96,84,90
5121,Kevin Williams,Civil,23,90,99,55
5122,Paula Williams,Civil,24,81,82,53
5123,Steve Davis,Computer Science,19,64,69,74
5124,Nina Johnson,Information Technology,19,95,70,99
5125,Oscar Martinez,Computer Science,18,58,100,91
5126,Eva Garcia,Mechanical,20,68,60,71
5127,Rachel Taylor,Civil,20,82,69,68
5128,Helen Brown,Mechanical,23,85,94,60
5129,Bob Miller,Computer Science,21,73,76,92
5130,Ivan Garcia,Civil,25,50,87,65
5131,Julia Miller,Computer Science,22,94,75,58
5132,Helen Garcia,Electronics,19,63,74,50
5133,Paula Johnson,Civil,21,63,92,89
5134,Grace Miller,Electronics,22,89,84,81
5135,Michael Johnson,Information Technology,24,52,98,72
5136,David Martinez,Data Science,25,68,82,54
5137,Ivan Williams,Mechanical,23,77,92,98
5138,Tina Miller,Information Technology,24,65,69,95
5139,Kevin Garcia,Electronics,23,88,65,66
5140,Ivan Williams,Mechanical,21,67,91,53
5141,Paula Johnson,Civil,25,89,79,55
5142,Oscar Brown,Civil,20,64,61,72
5143,Frank Williams,Computer Science,25,78,88,55
5144,Helen Martinez,Information Technology,19,78,64,50
5145,Michael Williams,Mechanical,19,61,69,62
5146,Bob Miller,Information Technology,24,80,85,99
5147,Tina Brown,Computer Science,23,55,82,74
5148,Laura Taylor,Information Technology,21,86,66,90
5149,Kevin Johnson,Computer Science,21,58,89,78
5150,Julia Taylor,Civil,21,55,80,58
5151,David Smith,Data Science,22,86,96,61
5152,Quentin Martinez,Electronics,22,53,63,86
5153,Julia Brown,Mechanical,19,52,63,100
5154,Nina Taylor,Mechanical,19,81,66,81
5155,Steve Martinez,Information Technology,20,94,83,78
5156,Helen Miller,Civil,23,100,88,65
5157,Rachel Brown,Computer Science,19,51,91,76
5158,Alice Smith,Computer Science,19,80,97,93
5159,Rachel Anderson,Computer Science,24,69,100,55
5160,Tina Smith,Information Technology,19,70,63,89
5161,Nina Smith,Mechanical,24,50,90,99
5162,Frank Davis,Data Science,18,84,68,90
5163,Kevin Miller,Data Science,25,62,67,83
5164,Steve Taylor,Information Technology,22,78,62,100
5165,Paula Anderson,Information Technology,25,88,86,69
5166,Steve Garcia,Data Science,19,85,92,69
5167,Oscar Garcia,Information Technology,21,70,69,62
5168,Kevin Garcia,Information Technology,24,72,76,51
5169,Quentin Miller,Information Technology,21,94,63,62
5170,Steve Brown,Computer Science,24,86,69,100
5171,Bob Anderson,Information Technology,21,88,62,51
5172,Paula Williams,Data Science,25,70,94,89
5173,Michael Williams,Information Technology,24,58,72,94
5174,Frank Johnson,Electronics,19,62,96,96
5175,Quentin Johnson,Computer Science,19,88,100,57
5176,Laura Garcia,Computer Science,19,82,64,74
5177,Bob Davis,Computer Science,21,97,85,65
5178,Quentin Garcia,Mechanical,22,53,70,59
5179,Ivan Miller,Information Technology,22,80,66,82
5180,Steve Taylor,Data Science,25,53,68,67
5181,Charlie Brown,Electronics,24,74,90,89
5182,Charlie Johnson,Computer Science,23,97,92,95
5183,Alice Martinez,Civil,23,86,96,67
5184,Julia Anderson,Civil,23,71,83,81
5185,Julia Smith,Mechanical,21,63,73,87
5186,David Miller,Computer Science,21,70,74,72
5187,Quentin Garcia,Civil,21,94,78,91
5188,Frank Davis,Information Technology,25,71,90,80
5189,Eva Martinez,Electronics,22,91,67,67
5190,Charlie Taylor,Mechanical,23,64,98,63
5191,Rachel Garcia,Civil,18,76,95,96
5192,Laura Davis,Civil,20,51,83,96
5193,Nina Davis,Electronics,18,50,76,98
5194,Bob Anderson,Mechanical,23,55,75,70
5195,Steve Williams,Electronics,21,91,62,93
5196,Grace Brown,Civil,21,70,80,73
5197,Nina Miller,Data Science,20,52,91,59
5198,Laura Davis,Computer Science,21,61,69,77
5199,Steve Brown,Civil,19,70,79,69
5200,Rachel Johnson,Computer Science,25,66,76,83
5201,Alice Smith,Information Technology,24,91,97,72
5202,Eva Garcia,Mechanical,24,63,77,75
5203,Julia Williams,Mechanical,20,53,83,58
5204,Michael Davis,Electronics,20,58,86,59
5205,Tina Taylor,Electronics,20,92,69,95
5206,Rachel Miller,Data Science,23,97,96,94
5207,Ivan Martinez,Civil,23,53,95,58
5208,Kevin Johnson,Computer Science,24,52,100,72
5209,Ivan Taylor,Information Technology,21,54,95,70
5210,Grace Johnson,Electronics,21,74,80,91
5211,Bob Johnson,Information Technology,19,75,76,80
5212,Nina Taylor,Information Technology,25,85,82,75
5213,Alice Williams,Data Science,20,84,60,73
5214,Rachel Anderson,Data Science,23,73,95,76
5215,Laura Johnson,Information Technology,23,93,94,65
5216,David Taylor,Mechanical,23,64,93,57
5217,Bob Miller,Information Technology,22,62,90,98
5218,Paula Miller,Mechanical,19,73,67,55
5219,Michael Anderson,Civil,21,95,68,80
5220,Laura Smith,Mechanical,24,59,71,61
5221,Alice Martinez,Mechanical,25,60,75,87
5222,Helen Martinez,Computer Science,22,91,75,78
5223,Paula Anderson,Electronics,24,93,95,54
5224,Julia Williams,Mechanical,25,56,91,55
5225,Alice Garcia,Data Science,22,64,86,81
5226,Bob Martinez,Civil,18,50,63,60
5227,Eva Brown,Mechanical,25,89,61,87
5228,Frank Smith,Civil,20,100,89,64
5229,Paula Williams,Information Technology,22,56,60,53
5230,Kevin Johnson,Mechanical,20,87,95,97
5231,Kevin Taylor,Civil,24,91,95,50
5232,Paula Miller,Civil,21,83,87,58
5233,Tina Anderson,Information Technology,21,72,83,76
5234,Ivan Johnson,Information Technology,18,89,92,83
5235,Eva Taylor,Electronics,23,64,60,89
5236,Michael Johnson,Data Science,18,56,89,62
5237,Tina Brown,Data Science,20,74,72,94
5238,Laura Garcia,Electronics,19,85,72,70
5239,Eva Miller,Computer Science,20,100,99,93
5240,Kevin Taylor,Data Science,24,58,95,66
5241,Laura Miller,Data Science,21,96,68,83
5242,David Davis,Data Science,24,55,77,78
5243,Ivan Davis,Mechanical,23,74,75,92
5244,Bob Brown,Mechanical,23,70,86,59
5245,Michael Smith,Mechanical,22,59,95,97
5246,Quentin Davis,Computer Science,22,95,96,63
5247,Frank Miller,Computer Science,24,82,75,90
5248,Rachel Martinez,Mechanical,21,84,73,72
5249,Laura Williams,Civil,21,57,100,88
5250,Rachel Taylor,Mechanical,22,84,93,75
5251,Alice Garcia,Data Science,20,95,66,73
5252,Kevin Anderson,Computer Science,19,78,63,78
5253,Oscar Davis,Electronics,24,88,67,94
5254,Charlie Martinez,Data Science,22,100,73,91
5255,Nina Miller,Civil,22,69,98,65
5256,Alice Anderson,Mechanical,18,99,90,73
5257,Charlie Brown,Computer Science,20,89,71,70
5258,Frank Davis,Data Science,23,67,94,61
5259,Charlie Garcia,Civil,23,97,99,100
5260,Eva Williams,Electronics,24,86,60,90
5261,Kevin Davis,Data Science,21,91,76,96
5262,Nina Johnson,Electronics,25,99,77,99
5263,Rachel Smith,Civil,24,52,79,60
5264,Rachel Garcia,Civil,22,73,81,53
5265,Nina Davis,Mechanical,20,100,74,89
5266,Grace Anderson,Information Technology,21,95,88,65
5267,Michael Martinez,Computer Science,23,65,80,52
5268,Tina Miller,Civil,18,66,86,62
5269,Alice Garcia,Computer Science,23,87,70,81
5270,Tina Davis,Electronics,25,89,98,79
5271,Alice Garcia,Civil,22,84,80,82
5272,Grace Johnson,Civil,20,58,62,78
5273,Quentin Garcia,Information Technology,18,68,78,50
5274,Tina Taylor,Computer Science,22,73,82,98
5275,Nina Anderson,Civil,18,92,99,60
5276,Michael Taylor,Data Science,22,85,73,69
5277,Bob Williams,Electronics,22,52,94,70
5278,Bob Taylor,Data Science,25,50,99,53
5279,Paula Davis,Information Technology,19,66,76,94
5280,Laura Garcia,Electronics,18,100,87,65
5281,Bob Garcia,Electronics,20,95,69,68
5282,Quentin Davis,Civil,20,56,81,63
5283,David Smith,Computer Science,18,72,72,94
5284,Charlie Martinez,Computer Science,22,50,100,64
5285,Steve Brown,Electronics,19,70,81,64
5286,Ivan Martinez,Computer Science,23,78,85,84
5287,Michael Brown,Electronics,21,51,81,95
5288,Kevin Garcia,Computer Science,19,74,67,98
5289,Quentin Taylor,Electronics,18,99,73,54
5290,Bob Williams,Computer Science,23,84,98,84
5291,Paula Martinez,Mechanical,23,99,73,58
5292,David Davis,Mechanical,23,71,87,62
5293,Nina Smith,Data Science,23,77,75,89
5294,Bob Garcia,Electronics,19,71,62,68
5295,Helen Anderson,Civil,21,54,93,80
5296,Julia Miller,Computer Science,24,100,95,87
5297,Eva Brown,Electronics,20,71,95,51
5298,Kevin Davis,Information Technology,24,93,85,94
5299,David Johnson,Computer Science,22,79,63,77
5300,Laura Smith,Information Technology,25,67,74,60
5301,Paula Davis,Civil,25,75,67,53
5302,Grace Brown,Mechanical,21,56,76,96
5303,Laura Davis,Mechanical,24,54,65,76
5304,Frank Anderson,Civil,24,57,72,86
5305,Bob Miller,Electronics,24,84,61,50
5306,Ivan Brown,Electronics,25,55,85,81
5307,Oscar Brown,Mechanical,25,66,100,97
5308,Bob Smith,Electronics,23,75,81,82
5309,Bob Smith,Computer Science,20,59,95,70
5310,Oscar Davis,Mechanical,21,73,88,80
5311,Oscar Williams,Electronics,19,63,68,79
5312,Nina Martinez,Mechanical,20,77,74,61
5313,Bob Brown,Electronics,21,65,82,62
5314,Nina Garcia,Information Technology,21,93,79,88
5315,Bob Johnson,Computer Science,22,52,88,53
5316,Quentin Johnson,Civil,19,83,68,92
5317,David Miller,Information Technology,19,56,82,56
5318,Steve Miller,Mechanical,25,75,100,65
5319,Alice Smith,Computer Science,21,51,92,59
5320,Frank Anderson,Information Technology,20,84,65,99
5321,Charlie Anderson,Data Science,19,92,95,57
5322,Michael Taylor,Computer Science,23,83,84,83
5323,Helen Garcia,Computer Science,23,86,82,80
5324,Laura Smith,Civil,20,82,60,99
5325,Laura Smith,Mechanical,22,90,100,83
5326,Oscar Davis,Mechanical,21,52,97,75
5327,Kevin Garcia,Electronics,18,80,96,75
5328,Steve Johnson,Information Technology,20,93,80,66
5329,Julia Martinez,Information Technology,21,62,70,66
5330,Steve Anderson,Data Science,22,76,95,92
5331,Michael Smith,Civil,22,53,98,56
5332,Bob Brown,Computer Science,24,84,60,76
5333,Eva Garcia,Data Science,25,60,73,96
5334,Michael Anderson,Civil,25,82,89,54
5335,Oscar Williams,Data Science,25,53,60,67
5336,Oscar Brown,Mechanical,19,90,87,75
5337,Helen Miller,Mechanical,20,51,99,100
5338,Frank Johnson,Civil,19,58,71,61
5339,Steve Martinez,Information Technology,18,87,69,61
5340,Charlie Johnson,Electronics,21,77,63,96
5341,Paula Johnson,Information Technology,22,93,81,89
5342,Michael Davis,Civil,23,86,61,65
5343,Charlie Williams,Information Technology,21,99,82,66
5344,Steve Smith,Data Science,18,72,90,93
5345,Nina Anderson,Computer Science,21,94,84,99
5346,Tina Taylor,Information Technology,22,63,93,67
5347,Tina Davis,Data Science,24,52,95,78
5348,Michael Anderson,Mechanical,18,91,86,59
5349,Steve Anderson,Mechanical,19,57,60,68
5350,Bob Johnson,Civil,25,63,93,72
5351,Paula Taylor,Information Technology,19,77,66,68
5352,Kevin Garcia,Information Technology,20,86,96,76
5353,Tina Williams,Civil,20,81,97,64
5354,Tina Anderson,Electronics,22,76,66,89
5355,Ivan Garcia,Information Technology,24,66,82,100
5356,Helen Martinez,Electronics,24,75,82,90
5357,Grace Johnson,Civil,19,51,96,91
5358,Paula Brown,Data Science,18,50,80,67
5359,Oscar Johnson,Mechanical,23,98,81,88
5360,Quentin Williams,Computer Science,23,76,90,76
5361,Helen Brown,Civil,25,69,71,80
5362,Alice Smith,Civil,24,68,89,94
5363,Helen Garcia,Civil,25,67,80,93
5364,Laura Anderson,Computer Science,24,60,86,94
5365,Michael Brown,Information Technology,25,77,85,68
5366,Nina Anderson,Computer Science,22,92,82,81
5367,Laura Martinez,Electronics,23,76,74,88
5368,Paula Taylor,Data Science,18,80,72,79
5369,Laura Miller,Electronics,23,57,82,85
5370,Steve Garcia,Information Technology,20,76,84,75
5371,Kevin Williams,Information Technology,25,65,78,99
5372,Nina Johnson,Data Science,18,96,76,78
5373,Helen Martinez,Electronics,25,99,63,57
5374,Grace Johnson,Mechanical,20,73,89,98
5375,Julia Williams,Data Science,23,96,70,67
5376,Grace Davis,Computer Science,20,87,71,89
5377,Eva Anderson,Information Technology,20,86,83,80
5378,Nina Johnson,Information Technology,24,73,90,80
5379,David Davis,Electronics,20,99,95,98
5380,Oscar Taylor,Information Technology,24,53,100,87
5381,Eva Davis,Civil,25,87,93,59
5382,Steve Johnson,Computer Science,24,62,98,56
5383,Steve Anderson,Electronics,25,50,87,86
5384,Paula Miller,Civil,23,89,65,88
5385,Oscar Brown,Information Technology,20,100,96,78
5386,Ivan Williams,Civil,24,74,63,76
5387,Grace Williams,Electronics,23,98,75,100
5388,Quentin Martinez,Electronics,18,98,68,77
5389,Julia Taylor,Electronics,21,68,77,50
5390,Quentin Taylor,Computer Science,24,53,98,50
5391,Paula Taylor,Data Science,21,57,81,67
5392,Paula Martinez,Civil,25,71,69,68
5393,Rachel Miller,Electronics,19,79,91,87
5394,Kevin Brown,Data Science,21,85,99,55
5395,David Garcia,Computer Science,24,50,62,62
5396,Rachel Brown,Civil,25,88,93,63
5397,Paula Johnson,Electronics,25,69,92,73
5398,Michael Johnson,Civil,21,77,78,69
5399,Ivan Taylor,Information Technology,19,91,77,60
5400,Oscar Brown,Mechanical,25,63,69,67
5401,Ivan Williams,Civil,18,54,88,65
5402,Ivan Williams,Data Science,23,94,84,63
5403,Charlie Anderson,Computer Science,23,100,79,83
5404,Julia Martinez,Data Science,25,76,73,69
5405,Julia Taylor,Electronics,24,100,95,83
5406,Rachel Davis,Computer Science,23,64,97,96
5407,Nina Johnson,Electronics,18,91,79,72
5408,Paula Davis,Civil,20,70,96,81
5409,Michael Taylor,Information Technology,23,68,70,71
5410,Kevin Brown,Civil,18,93,68,76
5411,Michael Smith,Mechanical,21,57,65,68
5412,Nina Anderson,Computer Science,18,67,89,99
5413,Bob Davis,Data Science,23,86,90,90
5414,Kevin Anderson,Civil,19,84,73,53
5415,Julia Miller,Civil,24,85,77,66
5416,Steve Garcia,Civil,24,86,99,93
5417,Oscar Johnson,Data Science,20,99,68,57
5418,Steve Williams,Mechanical,22,55,63,81
5419,Ivan Garcia,Mechanical,24,55,74,87
5420,Julia Taylor,Information Technology,22,71,86,93
5421,David Johnson,Computer Science,23,80,88,98
5422,Tina Johnson,Data Science,23,70,98,77
5423,Kevin Williams,Data Science,19,73,92,80
5424,Paula Johnson,Data Science,21,53,62,90
5425,Tina Davis,Mechanical,25,97,60,86
5426,Kevin Miller,Civil,18,67,98,95
5427,Bob Garcia,Information Technology,18,63,71,92
5428,Nina Miller,Civil,19,74,69,69
5429,Laura Brown,Computer Science,21,81,68,71
5430,Frank Anderson,Electronics,18,63,86,58
5431,Paula Davis,Computer Science,24,71,99,91
5432,Quentin Williams,Mechanical,22,67,60,63
5433,Charlie Garcia,Information Technology,19,56,63,79
5434,Laura Garcia,Civil,20,77,77,54
5435,Bob Anderson,Electronics,21,52,86,87
5436,Kevin Garcia,Mechanical,21,58,93,69
5437,Rachel Smith,Mechanical,20,68,77,97
5438,Grace Martinez,Data Science,23,86,74,63
5439,Tina Johnson,Electronics,20,86,75,71
5440,Ivan Garcia,Civil,24,92,82,98
5441,Steve Brown,Information Technology,24,100,75,88
5442,David Anderson,Data Science,25,93,92,57
5443,Eva Smith,Electronics,22,50,79,84
5444,Ivan Williams,Information Technology,18,56,93,60
5445,Michael Williams,Computer Science,24,91,95,81
5446,Nina Garcia,Civil,25,60,65,66
5447,Michael Garcia,Information Technology,23,79,83,72
5448,Helen Garcia,Information Technology,19,84,92,58
5449,Quentin Anderson,Civil,18,98,90,60
5450,Tina Martinez,Electronics,18,56,98,53
5451,Tina Taylor,Mechanical,22,87,80,89
5452,Tina Garcia,Mechanical,18,84,97,73
5453,Bob Garcia,Data Science,18,58,64,90
5454,Michael Taylor,Information Technology,22,76,71,55
5455,Michael Brown,Civil,19,95,95,89
5456,Quentin Anderson,Electronics,24,85,97,59
5457,Paula Williams,Civil,21,78,99,54
5458,Grace Miller,Electronics,20,70,78,50
5459,Laura Martinez,Information Technology,21,69,71,63
5460,Alice Garcia,Civil,22,94,94,86
5461,Tina Brown,Electronics,22,96,98,80
5462,Rachel Martinez,Data Science,21,91,86,88
5463,David Garcia,Data Science,25,86,76,80
5464,Steve Martinez,Civil,22,64,94,72
5465,Grace Williams,Civil,20,59,94,87
5466,Quentin Anderson,Electronics,19,80,86,96
5467,Grace Martinez,Computer Science,25,96,96,72
5468,Michael Anderson,Mechanical,19,87,65,64
5469,Julia Martinez,Information Technology,24,66,80,70
5470,Rachel Johnson,Computer Science,19,84,74,72
5471,Paula Miller,Electronics,18,88,78,97
5472,Ivan Garcia,Mechanical,23,94,80,77
5473,Grace Johnson,Electronics,18,79,98,97
5474,Helen Brown,Computer Science,25,61,69,84
5475,Ivan Garcia,Civil,24,94,87,74
5476,Laura Anderson,Civil,18,51,85,91
5477,Julia Smith,Mechanical,25,68,88,65
5478,Ivan Miller,Computer Science,25,51,97,92
5479,Rachel Anderson,Civil,19,57,71,56
5480,Steve Smith,Information Technology,21,97,91,67
5481,Rachel Miller,Information Technology,18,79,79,87
5482,Frank Williams,Data Science,19,85,91,85
5483,Tina Davis,Mechanical,20,92,73,80
5484,Paula Miller,Electronics,20,61,88,90
5485,Ivan Johnson,Computer Science,18,66,89,76
5486,Laura Williams,Computer Science,22,100,94,84
5487,Helen Miller,Civil,25,85,91,79
5488,Grace Garcia,Electronics,20,50,79,82
5489,Eva Martinez,Mechanical,24,80,78,55
5490,Kevin Garcia,Data Science,23,94,82,85
5491,Eva Garcia,Electronics,24,99,87,76
5492,Tina Taylor,Mechanical,18,64,82,95
5493,Eva Taylor,Mechanical,23,57,80,98
5494,Quentin Williams,Computer Science,20,85,80,56
5495,Tina Johnson,Civil,20,77,68,71
5496,Helen Brown,Data Science,25,64,71,73
5497,Bob Anderson,Electronics,22,52,99,70
5498,Ivan Anderson,Electronics,18,59,66,51
5499,David Anderson,Computer Science,18,96,77,74
5500,Julia Brown,Data Science,19,89,77,86
5501,Frank Williams,Civil,24,73,67,81
5502,Rachel Martinez,Mechanical,23,73,96,59
5503,Julia Garcia,Electronics,18,59,95,92
5504,Alice Miller,Computer Science,20,77,96,68
5505,Eva Williams,Data Science,25,53,77,83
5506,Alice Miller,Data Science,24,73,78,85
5507,Laura Davis,Computer Science,19,88,63,64
5508,Michael Williams,Mechanical,24,63,81,98
5509,Frank Miller,Information Technology,21,66,98,56
5510,Oscar Garcia,Electronics,22,93,90,62
5511,Charlie Garcia,Mechanical,21,90,62,78
5512,Helen Miller,Information Technology,18,84,92,94
5513,Helen Anderson,Electronics,21,51,61,67
5514,Charlie Anderson,Information Technology,20,71,87,87
5515,Frank Martinez,Data Science,24,93,87,100
5516,Nina Johnson,Computer Science,19,60,62,59
5517,Michael Anderson,Information Technology,24,91,99,97
5518,Ivan Davis,Electronics,20,76,61,91
5519,Eva Martinez,Information Technology,23,53,88,73
5520,Michael Anderson,Electronics,23,90,92,53
5521,Rachel Martinez,Data Science,23,55,70,82
5522,Oscar Anderson,Civil,18,62,92,84
5523,Alice Miller,Computer Science,23,65,90,96
5524,Frank Martinez,Information Technology,18,58,98,57
5525,Frank Williams,Information Technology,25,54,74,74
5526,Ivan Miller,Mechanical,19,58,76,79
5527,Grace Anderson,Information Technology,25,78,65,61
5528,Rachel Martinez,Data Science,24,82,75,74
5529,Grace Taylor,Electronics,21,76,92,67
5530,Alice Brown,Information Technology,18,79,68,97
5531,Oscar Anderson,Computer Science,24,71,96,59
5532,Kevin Johnson,Computer Science,25,89,61,72
5533,Steve Miller,Information Technology,18,80,71,58
5534,Julia Johnson,Electronics,18,85,99,71
